0,0,2
1,2,2
2,4,2
0,6,2
1,8,2
3,10,2
0,12,2
1,14,2
0,16,2
1,18,2
0,20,1
3,30,2
1,32,2
2,34,2
3,36,2
2,38,2
0,40,2
3,42,1
2,43,2
0,45,2
0,47,2
0,49,2
2,60,2
0,62,2
2,64,2
1,66,2
3,68,2
2,70,2
1,72,1
3,73,2
2,75,1
3,76,2
3,78,2
1,90,2
1,92,2
1,94,2
0,96,2
1,98,2
2,100,2
0,102,2
3,104,2
1,106,2
2,108,2
0,110,2
3,112,2
2,114,2
0,116,2
3,118,2
2,120,2
0,122,2
3,124,2
2,126,1
